first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,starts,team_id,team_name,squad_strength,status,Season
Robin,Koch,0,0,55,3175,74,72.9,589.2,201,2,447,86.3,5,0,7,0.2,45,DEF,36,11,Leeds,3,a,2022
Raphael,Dias Belloli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,70,MID,0,11,Leeds,3,u,2022
Jack,Harrison,5,8,134,2707,55,791.5,556.2,466,15,403,181.2,6,0,2,2.1,57,MID,34,11,Leeds,3,a,2022
Jamie,Shackleton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,11,Leeds,3,u,2022
Pascal,Struijk,2,2,66,2198,52,216.2,544.4,253,4,423,101.5,4,0,5,0.5,45,DEF,26,11,Leeds,3,a,2022
Kristoffer,Klaesson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,38,GK,0,11,Leeds,3,a,2022
Sam,Greenwood,1,2,30,410,11,210.5,121.8,85,1,107,41.6,0,0,1,10.8,41,FWD,3,11,Leeds,3,a,2022
Illan,Meslier,0,0,90,3060,67,0,738.6,17,8,548,75.9,5,0,3,1.7,44,GK,34,11,Leeds,3,a,2022
Junior,Firpo Adames,1,2,30,1364,33,123.4,286,41,3,187,45,1,1,5,0.1,45,DEF,14,11,Leeds,3,a,2022
Crysencio,Summerville,4,4,74,1411,38,222.6,311.8,357,4,235,88.6,1,0,4,0.6,42,MID,12,11,Leeds,3,a,2022
Lewis,Bate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,11,Leeds,3,u,2022
Joe,Gelhardt,0,2,20,201,3,32.1,49.4,114,0,44,19.4,0,0,1,0.2,51,FWD,1,11,Leeds,3,u,2022
Leo Fuhr,Hjelde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,39,DEF,0,11,Leeds,3,u,2022
Rasmus,Kristensen,3,1,51,1957,53,143.6,474.4,160,1,322,78,2,0,4,0.4,47,DEF,21,11,Leeds,3,a,2022
Marc,Roca Junqué,1,3,67,2316,60,475.8,433.6,323,3,357,123.1,2,0,7,0.1,48,MID,29,11,Leeds,3,a,2022
Brenden,Aaronson,1,4,83,2365,58,662.6,306,439,0,232,141.1,5,0,2,0.6,53,MID,28,11,Leeds,3,a,2022
Darko,Gyabi,0,0,1,7,0,0.5,4.4,20,0,7,2.5,0,0,0,0.1,42,MID,0,11,Leeds,3,i,2022
Tyler,Adams,0,0,47,2156,36,328.9,393.6,24,1,290,74.9,5,1,4,0.1,49,MID,24,11,Leeds,3,i,2022
Luis,Sinisterra Lucumí,5,0,53,863,23,157.7,242.8,305,6,173,70.6,0,1,1,0.2,65,MID,13,11,Leeds,3,i,2022
Cody,Drameh,0,0,1,70,3,2.7,12.8,0,0,16,1.6,0,0,0,0.1,40,DEF,1,11,Leeds,3,u,2022
Archie,Gray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,11,Leeds,3,i,2022
Joel,Robles,0,0,7,360,11,0,93.2,0,0,65,9.3,0,0,1,0.1,40,GK,4,11,Leeds,3,a,2022
Wilfried,Gnonto,2,4,55,1346,28,323.5,264.8,253,6,183,84.3,4,0,7,0.7,47,FWD,14,11,Leeds,3,a,2022
Mateo Joseph,Fernández,0,0,3,24,0,0.2,3,19,0,5,2.2,0,0,0,0,45,FWD,0,11,Leeds,3,i,2022
Sonny,Perkins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,FWD,0,11,Leeds,3,a,2022
Maximilian,Wöber,0,0,25,1264,23,65.8,273.4,54,2,195,39.5,2,0,3,0,44,DEF,14,11,Leeds,3,a,2022
Georginio,Rutter,0,1,15,263,9,38.3,36.2,41,0,45,11.4,0,0,0,0,50,FWD,1,11,Leeds,3,a,2022
Weston,McKennie,0,1,31,1434,35,201.7,198.8,81,0,135,48.3,1,0,7,0,46,MID,16,11,Leeds,3,a,2022
Jeremiah,Chilokoa-Mullen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,0,11,Leeds,3,a,2022
Diogo,Pinheiro Monteiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,0,11,Leeds,3,a,2022
James,Milner,0,1,42,889,12,207.2,172.8,92,0,187,47.2,3,0,2,0.6,44,MID,7,12,Liverpool,4,a,2022
Jordan,Henderson,0,3,69,2060,30,506.1,307.4,174,0,401,99.1,8,0,2,0.5,53,MID,23,12,Liverpool,4,a,2022
Joel,Matip,1,0,36,1091,20,49.5,223.4,90,4,216,36.2,3,0,3,0.9,59,DEF,12,12,Liverpool,4,a,2022
Thiago,Alcántara do Nascimento,0,0,30,1252,23,265.8,244.4,86,0,194,59.8,2,0,2,0.6,51,MID,14,12,Liverpool,4,i,2022
Alex,Oxlade-Chamberlain,1,0,20,332,7,66.3,72.4,84,2,57,22.3,0,0,0,0,49,MID,4,12,Liverpool,4,a,2022
Roberto,Firmino,11,4,104,1202,17,293.2,542,792,12,447,162.8,4,0,0,3.2,80,FWD,13,12,Liverpool,4,a,2022
Virgil,van Dijk,3,1,127,2835,36,121,743.2,389,13,636,125.4,11,0,3,12.4,66,DEF,32,12,Liverpool,4,a,2022
Alisson,Ramses Becker,0,1,162,3330,43,10.1,966.4,0,15,824,97.6,14,0,1,16.8,55,GK,37,12,Liverpool,4,a,2022
Fabio Henrique,Tavares,0,2,70,2666,34,302,379.2,109,0,394,79,11,0,11,0.8,52,MID,31,12,Liverpool,4,a,2022
Mohamed,Salah,19,13,239,3290,45,869.9,1046.2,1620,23,651,353.7,13,0,2,37.2,131,MID,37,12,Liverpool,4,a,2022
Andrew,Robertson,0,8,121,2579,34,862.1,549.2,211,10,633,162.3,9,0,3,6,68,DEF,29,12,Liverpool,4,d,2022
Trent,Alexander-Arnold,2,11,156,2922,44,1168.2,779,241,21,824,219,10,0,5,30.7,78,DEF,34,12,Liverpool,4,a,2022
Joseph,Gomez,0,0,68,1461,16,43.7,297.8,27,8,337,36.9,8,0,3,0.8,43,DEF,15,12,Liverpool,4,a,2022
Naby,Keita,0,0,10,290,4,92.6,23.8,54,0,34,16.9,1,0,1,0,47,MID,3,12,Liverpool,4,i,2022
Diogo,Teixeira da Silva,7,4,80,1125,19,237.9,304.2,337,9,282,87.5,5,0,2,2,86,FWD,12,12,Liverpool,4,a,2022
Caoimhin,Kelleher,0,0,2,90,4,0,0,0,0,20,0,0,0,0,0.2,39,GK,1,12,Liverpool,4,a,2022
Ibrahima,Konaté,0,0,49,1551,22,39.6,285.6,144,0,305,46.8,7,0,5,1.3,49,DEF,17,12,Liverpool,4,d,2022
Curtis,Jones,3,1,52,1029,15,214.4,266.2,236,4,206,71.6,4,0,2,0.4,49,MID,12,12,Liverpool,4,a,2022
Konstantinos,Tsimikas,0,4,48,762,11,281.7,177.6,124,2,216,58.5,4,0,3,0.4,43,DEF,9,12,Liverpool,4,a,2022
Luis,Díaz,4,2,62,991,11,176.7,236.2,388,7,166,80.1,4,0,2,6.6,78,MID,11,12,Liverpool,4,a,2022
Harvey,Elliott,1,2,62,1600,20,372.3,257,363,2,286,99.4,5,0,2,0.5,48,MID,18,12,Liverpool,4,a,2022
Fábio,Freitas Gouveia Carvalho,2,1,27,339,3,36.7,89.4,173,0,80,29.7,0,0,0,0.3,51,MID,4,12,Liverpool,4,a,2022
Darwin,Núñez Ribeiro,9,5,100,1684,22,336.9,458.2,1078,8,310,186,7,1,1,6.4,86,FWD,19,12,Liverpool,4,d,2022
Calvin,Ramsay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,39,DEF,0,12,Liverpool,4,i,2022
Adrián,San Miguel del Castillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,38,GK,0,12,Liverpool,4,a,2022
Rhys,Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,0,12,Liverpool,4,u,2022
Ben,Davies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,0,12,Liverpool,4,u,2022
Ben,Davies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,0,18,Spurs,3,a,2022
Ben,Davies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,26,12,Liverpool,4,u,2022
Ben,Davies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,26,18,Spurs,3,a,2022
Sepp,van den Berg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,DEF,0,12,Liverpool,4,u,2022
Nathaniel,Phillips,0,0,3,65,1,1.4,15.4,18,0,17,3.4,0,0,0,0.6,38,DEF,1,12,Liverpool,4,a,2022
Luke,Chambers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,DEF,0,12,Liverpool,4,u,2022
Stefan,Bajcetic,1,0,22,522,4,61.7,90.2,77,0,85,22.8,3,0,2,0,43,MID,6,12,Liverpool,4,i,2022
Bobby,Clark,0,0,1,7,0,0.3,0,2,0,1,0.2,0,0,0,0,45,MID,0,12,Liverpool,4,a,2022
Harvey,Davies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,GK,0,12,Liverpool,4,a,2022
Arthur Henrique,Ramos de Oliveira Melo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,MID,0,12,Liverpool,4,a,2022
Ben,Doak,0,0,2,23,1,1.4,5.6,4,0,4,1.2,0,0,0,0,45,MID,0,12,Liverpool,4,a,2022
Cody,Gakpo,7,3,90,1455,19,271.1,331.8,415,4,256,101.3,6,0,0,5.3,76,MID,17,12,Liverpool,4,a,2022
Kyle,Walker,0,0,69,1953,20,176.2,223.8,39,0,376,43.8,7,0,3,4.5,47,DEF,22,13,Man City,5,a,2022
Ilkay,Gündogan,8,6,132,2351,20,636.9,596.2,597,9,518,182.7,10,0,0,7.7,74,MID,27,13,Man City,5,a,2022
Kevin,De Bruyne,7,18,183,2413,23,1476.7,897.8,598,26,742,297.6,10,0,1,25.5,121,MID,28,13,Man City,5,a,2022
John,Stones,2,2,93,1844,17,164.1,396,135,13,422,69.6,7,0,2,8.2,56,DEF,21,13,Man City,5,a,2022
Riyad,Mahrez,5,12,126,1913,23,773.4,533.6,520,11,470,182.5,6,0,2,8.9,75,MID,22,13,Man City,5,a,2022
Jack,Grealish,5,10,121,2051,16,721.3,515.8,683,9,490,191.7,10,0,4,7.9,71,MID,23,13,Man City,5,d,2022
João,Cancelo,2,2,73,1273,16,266.4,277,276,10,304,81.2,6,1,3,17.8,71,DEF,16,13,Man City,5,u,2022
Ederson,Santana de Moraes,0,1,121,3150,32,13.1,479,0,8,581,49.2,11,0,3,15,54,GK,35,13,Man City,5,a,2022
Nathan,Aké,1,0,92,1871,15,161.6,383.4,150,9,419,69.7,9,0,2,2.4,50,DEF,22,13,Man City,5,d,2022
Aymeric,Laporte,0,0,40,992,10,107.8,166.2,68,3,210,34.1,4,0,0,0.6,56,DEF,11,13,Man City,5,d,2022
Zack,Steffen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,GK,0,13,Man City,5,u,2022
Bernardo,Veiga de Carvalho e Silva,4,6,106,2196,24,515,492,424,9,427,143.1,7,0,5,5.9,67,MID,24,13,Man City,5,a,2022
Rúben,Gato Alves Dias,0,0,80,1997,16,83.7,416.8,124,1,432,62.5,9,0,3,7.4,60,DEF,22,13,Man City,5,d,2022
Phil,Foden,11,7,142,1832,16,670.8,671.2,712,15,517,205.4,5,0,1,9.7,80,MID,22,13,Man City,5,a,2022
Rodrigo,Hernandez,2,6,108,2911,26,555.9,716,493,7,606,176.9,11,0,5,1.9,56,MID,34,13,Man City,5,a,2022
Cole,Palmer,0,1,19,358,4,72.4,59.2,97,0,76,23.1,1,0,1,0.1,42,MID,2,13,Man City,5,a,2022
James,McAtee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,13,Man City,5,u,2022
Erling,Haaland,36,9,272,2767,26,371,1390,1825,40,1040,358.1,13,0,5,78.4,124,FWD,33,13,Man City,5,a,2022
Julián,Álvarez,9,3,103,1448,16,271.1,430.8,545,14,393,124.7,5,0,0,7.7,61,FWD,13,13,Man City,5,a,2022
Luke,Mbete-Tabu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,39,DEF,0,13,Man City,5,u,2022
Josh,Wilson-Esbrand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,38,DEF,0,13,Man City,5,u,2022
Liam,Delap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,44,FWD,0,13,Man City,5,u,2022
Stefan,Ortega Moreno,0,0,23,270,1,0,116.8,0,5,90,11.7,2,0,0,1.5,37,GK,3,13,Man City,5,a,2022
Kalvin,Phillips,0,0,14,291,3,46.5,39,19,0,68,10.5,1,0,1,0.1,48,MID,2,13,Man City,5,a,2022
Scott,Carson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,38,GK,0,13,Man City,5,a,2022
Rico,Lewis,0,0,29,900,8,152.4,114.6,40,0,168,30.7,2,0,1,1.1,38,DEF,10,13,Man City,5,a,2022
Sergio,Gómez,0,1,21,340,6,52.8,66.2,24,1,83,14.3,1,0,0,0.1,44,DEF,2,13,Man City,5,a,2022
Claudio,Gomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,13,Man City,5,u,2022
Ben,Knight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,13,Man City,5,a,2022
Manuel,Akanji,0,1,82,2284,23,146.5,385.6,180,5,460,71.4,7,0,2,3.6,51,DEF,24,13,Man City,5,d,2022
Máximo,Perrone,0,0,1,18,1,2.6,1,4,0,4,0.8,0,0,0,0,44,MID,0,13,Man City,5,i,2022
Alex,Robertson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,13,Man City,5,a,2022
Shea,Charles,0,0,1,27,1,0,0,0,0,3,0,0,0,0,0,45,MID,0,13,Man City,5,a,2022
Nico,O'Reilly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,13,Man City,5,a,2022
Jack,Butland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,44,GK,0,14,Man Utd,3,a,2022
Cristiano Ronaldo,dos Santos Aveiro,1,0,20,519,8,83.2,63.8,218,3,42,35.6,3,0,2,1.9,102,FWD,4,14,Man Utd,3,u,2022
David,De Gea Quintana,0,0,161,3420,43,13,792.2,0,5,729,80.7,17,0,0,15.8,51,GK,38,14,Man Utd,3,a,2022
Phil,Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,38,DEF,0,14,Man Utd,3,a,2022
Raphaël,Varane,0,0,77,1912,22,74,387,124,2,392,58.8,10,0,1,3.1,48,DEF,22,14,Man Utd,3,a,2022
Harry,Maguire,0,0,39,762,7,20.3,180.6,51,2,201,25.2,5,0,4,0.4,47,DEF,8,14,Man Utd,3,a,2022
Frederico,Rodrigues de Paula Santos,2,3,62,1228,22,335.9,282.2,213,2,272,83,4,0,6,0.5,51,MID,12,14,Man Utd,3,a,2022
Luke,Shaw,1,4,124,2552,35,547.7,572.8,118,20,626,124.2,12,0,8,19.2,53,DEF,30,14,Man Utd,3,d,2022
Bruno,Borges Fernandes,8,9,176,3317,39,1532.3,948,948,23,748,343.1,18,0,6,13.3,95,MID,37,14,Man Utd,3,a,2022
Alex,Telles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,DEF,0,14,Man Utd,3,u,2022
Marcus,Rashford,17,7,205,2880,39,459.7,887.8,1427,21,530,277.6,13,0,2,37.8,72,MID,32,14,Man Utd,3,a,2022
Donny,van de Beek,0,0,8,162,3,40.2,11.2,54,0,21,10.5,0,0,0,0.1,51,MID,2,14,Man Utd,3,i,2022
Victor,Lindelöf,0,0,57,1359,16,53.5,265,19,3,327,33.9,6,0,1,1.6,41,DEF,14,14,Man Utd,3,a,2022
Scott,McTominay,1,0,36,1149,20,122.8,242.2,156,2,146,51.7,4,0,8,0.2,49,MID,10,14,Man Utd,3,a,2022
Eric,Bailly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,40,DEF,0,14,Man Utd,3,u,2022
Jadon,Sancho,6,3,105,1683,18,543.9,390.6,382,8,375,131.7,13,0,0,3.3,71,MID,21,14,Man Utd,3,a,2022
Aaron,Wan-Bissaka,0,0,67,1432,10,221.9,290.4,143,3,308,65.5,8,0,2,1.8,43,DEF,16,14,Man Utd,3,a,2022
Diogo,Dalot Teixeira,1,2,102,2152,34,418.6,469.4,272,19,502,116,10,0,6,6.3,48,DEF,24,14,Man Utd,3,a,2022
Brandon,Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,37,DEF,0,14,Man Utd,3,a,2022
Anthony,Elanga,0,1,23,417,2,78.8,52.4,162,0,53,28.7,2,0,0,0.4,46,MID,5,14,Man Utd,3,a,2022
Anthony,Martial,6,3,66,970,8,179,305.2,376,4,230,85.4,7,0,0,2.9,63,FWD,11,14,Man Utd,3,a,2022
Facundo,Pellistri Rebollo,0,0,4,60,1,1.7,3.2,2,0,14,0.6,0,0,0,0,43,MID,0,14,Man Utd,3,a,2022
Tom,Heaton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,38,GK,0,14,Man Utd,3,a,2022
Tyrell,Malacia,0,0,62,1391,14,125.8,206.4,77,8,287,41.1,7,0,6,1.9,42,DEF,14,14,Man Utd,3,a,2022
Christian,Eriksen,1,9,103,2046,25,564.3,420.8,344,8,426,132.8,13,0,3,2.5,62,MID,25,14,Man Utd,3,a,2022
Lisandro,Martínez,1,0,81,2113,33,110.4,571.8,82,6,481,76.7,9,0,6,4.7,44,DEF,24,14,Man Utd,3,i,2022
Amad,Diallo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,MID,0,14,Man Utd,3,u,2022
Zidane,Iqbal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,42,MID,0,14,Man Utd,3,a,2022
Alejandro,Garnacho,3,2,39,557,13,58.5,153.8,266,0,81,47.9,0,0,3,1.5,41,MID,5,14,Man Utd,3,a,2022
Carlos Henrique,Casimiro,4,3,87,2122,22,393,638.6,278,10,389,131.1,10,2,7,2.4,49,MID,24,14,Man Utd,3,a,2022
Antony Matheus,dos Santos,4,2,82,1803,21,421,322,633,4,262,137.1,12,0,5,3.4,73,MID,23,14,Man Utd,3,d,2022
Matej,Kovár,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,GK,0,14,Man Utd,3,u,2022
Kobbie,Mainoo,0,0,1,10,0,0.8,5.8,6,0,2,1.3,0,0,0,0,45,MID,0,14,Man Utd,3,a,2022
Nathan,Bishop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,GK,0,14,Man Utd,3,a,2022
Shola,Shoretire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,FWD,0,14,Man Utd,3,u,2022
Rhys,Bennett,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,0,14,Man Utd,3,a,2022
Wout,Weghorst,0,1,24,790,11,183.7,97.6,140,0,56,42.1,4,0,1,0.3,54,FWD,10,14,Man Utd,3,a,2022
Marcel,Sabitzer,0,1,25,622,7,138.9,100.4,84,0,98,32.5,5,0,1,0.1,47,MID,7,14,Man Utd,3,i,2022
Marc,Jurado Gomez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,0,14,Man Utd,3,a,2022
Anthony,Gordon,4,0,68,1574,18,215.3,265.6,517,5,186,99.8,4,0,7,0.9,51,MID,16,15,Newcastle,4,a,2022
Matt,Ritchie,0,0,7,35,0,17.2,8.8,2,0,24,2.8,0,0,0,0.1,42,DEF,0,15,Newcastle,4,i,2022
Federico,Fernández,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,DEF,0,15,Newcastle,4,u,2022
Ciaran,Clark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,DEF,0,15,Newcastle,4,u,2022
Karl,Darlow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,39,GK,0,15,Newcastle,4,u,2022
Martin,Dubravka,0,0,11,156,1,0,29.4,0,1,49,2.9,1,0,0,0.4,41,GK,1,15,Newcastle,4,a,2022
Callum,Wilson,18,6,157,1870,16,271,720,1020,20,526,200.4,10,0,4,17.2,73,FWD,21,15,Newcastle,4,a,2022
Kieran,Trippier,1,9,198,3342,31,1818.5,904.8,117,39,941,284.3,16,0,5,62.4,60,DEF,38,15,Newcastle,4,a,2022
Dan,Burn,1,0,129,3109,30,230.4,550.2,265,6,584,104.8,14,0,5,4.3,45,DEF,35,15,Newcastle,4,a,2022
Ryan,Fraser,0,0,11,308,3,74,26.8,70,0,39,17.2,1,0,1,0.1,52,MID,3,15,Newcastle,4,a,2022
Jamaal,Lascelles,0,0,3,214,5,0.9,42.6,13,0,22,5.4,0,0,4,0.1,43,DEF,2,15,Newcastle,4,i,2022
Dwight,Gayle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,FWD,0,15,Newcastle,4,u,2022
Paul,Dummett,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,39,DEF,0,15,Newcastle,4,a,2022
Javier,Manquillo Gaitán,0,0,4,34,1,5.5,12,2,0,19,2,0,0,0,0.1,42,DEF,0,15,Newcastle,4,i,2022
Emil,Krafth,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,43,DEF,0,15,Newcastle,4,i,2022
Jacob,Murphy,4,2,78,1230,12,302.5,275,410,2,240,98.9,3,0,0,3.2,42,MID,14,15,Newcastle,4,a,2022
Fabian,Schär,1,3,139,3207,28,263.9,653.4,521,6,617,144.1,15,0,7,14.4,51,DEF,36,15,Newcastle,4,a,2022
Matt,Targett,0,0,35,600,6,141.9,97.6,8,2,157,24.8,3,0,1,0.5,47,DEF,6,15,Newcastle,4,a,2022
Allan,Saint-Maximin,1,6,66,1109,14,344.1,266.4,370,4,240,98.2,4,0,1,3.1,61,MID,12,15,Newcastle,4,a,2022
Miguel,Almirón Rejala,11,4,158,2487,22,424,599.2,849,15,511,187.5,15,0,2,12.8,54,MID,29,15,Newcastle,4,a,2022
Sean,Longstaff,1,5,93,2514,18,372,385.2,408,2,347,116.8,13,0,2,1,43,MID,28,15,Newcastle,4,a,2022
Joelinton Cássio,Apolinário de Lira,6,5,115,2660,26,413.1,603.4,655,10,458,167.3,11,0,12,2,60,MID,30,15,Newcastle,4,i,2022
Jamal,Lewis,0,0,2,9,1,0.8,1,4,0,6,0.6,0,0,0,0.1,44,DEF,0,15,Newcastle,4,a,2022
Joe,Willock,3,7,123,2556,26,547,520.8,680,11,415,174.9,12,0,1,1.2,47,MID,31,15,Newcastle,4,i,2022
Bruno,Guimarães Rodriguez Moura,4,5,107,2727,25,631.8,617.6,284,5,438,153.6,12,0,7,2.9,55,MID,32,15,Newcastle,4,a,2022
Jeff,Hendrick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,15,Newcastle,4,u,2022
Nick,Pope,0,0,157,3261,32,20,709.6,0,14,678,72.9,14,1,3,18,54,GK,37,15,Newcastle,4,i,2022
Sven,Botman,0,2,129,3127,30,120.1,554.4,303,8,666,98.1,13,0,2,6.9,45,DEF,35,15,Newcastle,4,a,2022
Elliot,Anderson,0,1,30,395,7,114.7,70.2,180,2,93,36.5,1,0,0,0.1,43,MID,3,15,Newcastle,4,a,2022
Harrison,Ashby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,38,DEF,0,15,Newcastle,4,a,2022
Alexander,Isak,10,2,100,1520,20,244.1,475,693,18,353,141.1,4,0,3,12.7,70,FWD,17,15,Newcastle,4,a,2022
Loris,Karius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,39,GK,0,15,Newcastle,4,a,2022
Garang,Kuol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,15,Newcastle,4,u,2022
Lewis,Miley,0,0,1,14,0,0,0,0,0,2,0,0,0,0,0,45,MID,0,15,Newcastle,4,a,2022
Mark,Gillespie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,GK,0,15,Newcastle,4,a,2022
Neco,Williams,1,1,54,1872,41,257.3,372.2,209,1,284,84,4,0,7,12.1,38,DEF,20,16,Nott'm Forest,3,i,2022
Jonjo,Shelvey,0,0,16,573,11,102.1,55.6,11,0,67,16.3,1,0,2,0,48,MID,6,16,Nott'm Forest,3,a,2022
Chris,Wood,3,0,53,807,9,82.1,145.2,169,7,163,39.3,4,0,0,0.5,56,FWD,9,16,Nott'm Forest,3,i,2022
Harry,Arter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,41,MID,0,16,Nott'm Forest,3,a,2022
Steve,Cook,0,0,20,956,21,39.3,177.4,28,0,149,24.4,2,0,4,0.1,43,DEF,11,16,Nott'm Forest,3,a,2022
Lyle,Taylor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,41,FWD,0,16,Nott'm Forest,3,a,2022
Jack,Colback,0,0,14,492,11,33.7,62,2,0,73,9.9,0,0,0,0.7,41,MID,4,16,Nott'm Forest,3,d,2022
Brice,Samba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,GK,0,16,Nott'm Forest,3,u,2022
Carlos,Ribeiro Dias,0,0,1,6,0,0.1,2.4,0,0,3,0.3,0,0,0,0.3,42,MID,0,16,Nott'm Forest,3,a,2022
Joe,Lolley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,MID,0,16,Nott'm Forest,3,u,2022
Scott,McKenna,0,0,40,1570,32,93.9,278.8,46,0,275,41.8,5,0,4,0.1,44,DEF,19,16,Nott'm Forest,3,i,2022
Mohamed,Dräger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,DEF,0,16,Nott'm Forest,3,u,2022
Ryan,Yates,0,3,53,1833,36,97.3,206.8,233,0,177,53.1,5,0,5,0,50,MID,21,16,Nott'm Forest,3,a,2022
Joe,Worrall,1,0,61,2215,44,66.4,471,92,2,366,62.5,5,0,6,0.1,42,DEF,21,16,Nott'm Forest,3,a,2022
Jonathan,Panzo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,0,16,Nott'm Forest,3,u,2022
Xande,Nascimento da Costa Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,MID,0,16,Nott'm Forest,3,u,2022
Sam,Surridge,1,0,26,306,5,15.9,59.4,92,3,61,15.7,0,0,2,0.7,46,FWD,1,16,Nott'm Forest,3,a,2022
Richie,Laryea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,DEF,0,16,Nott'm Forest,3,u,2022
Loïc,Mbe Soh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,DEF,0,16,Nott'm Forest,3,u,2022
Brennan,Johnson,8,5,122,2930,54,373.6,478.2,729,15,384,157.4,7,0,6,1.6,55,FWD,33,16,Nott'm Forest,3,a,2022
Alex,Mighten,0,0,1,7,0,0.3,0,0,0,1,0,0,0,0,0,49,MID,0,16,Nott'm Forest,3,u,2022
Braian,Ojeda Rodríguez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,16,Nott'm Forest,3,u,2022
Taiwo,Awoniyi,10,1,100,1395,29,129.6,375.8,378,16,320,87.8,5,0,2,1.2,56,FWD,17,16,Nott'm Forest,3,a,2022
Dean,Henderson,0,0,82,1620,31,0,474.4,0,12,367,47.5,6,0,2,5.2,46,GK,18,16,Nott'm Forest,3,i,2022
Giulian,Biancone,0,0,2,15,1,0,6.8,0,0,9,0.7,0,0,0,0,42,DEF,0,16,Nott'm Forest,3,i,2022
