first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,starts,team_id,team_name,squad_strength,status,Season
Harry,Arter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43,MID,0,16,Nott'm Forest,3,a,2023
Serge,Aurier,0,2,27,831,15,84.8,187.6,45,3,137,31.8,1,0,2,0.6,45,DEF,10,16,Nott'm Forest,3,u,2023
Taiwo,Awoniyi,6,3,67,1036,21,134.4,303.2,308,5,247,74.2,3,0,2,1.3,63,FWD,12,16,Nott'm Forest,3,a,2023
Giulian,Biancone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,39,DEF,0,16,Nott'm Forest,3,u,2023
Willy,Boly,2,1,58,1437,26,100.5,480,200,7,275,78.1,3,1,1,0.5,45,DEF,18,16,Nott'm Forest,3,a,2023
Josh,Bowler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,16,Nott'm Forest,3,u,2023
Steve,Cook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,DEF,0,16,Nott'm Forest,3,u,2023
Danilo,dos Santos de Oliveira,2,2,65,1787,42,277.6,368,137,4,302,78.1,1,0,4,0.1,53,MID,20,16,Nott'm Forest,3,a,2023
Emmanuel,Dennis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,48,FWD,0,16,Nott'm Forest,3,u,2023
Mohamed,Dräger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,0,16,Nott'm Forest,3,u,2023
Felipe Augusto,de Almeida Monteiro,0,0,7,372,10,23.2,61.2,18,0,59,10.3,1,0,4,0,44,DEF,4,16,Nott'm Forest,3,a,2023
Remo,Freuler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,MID,0,16,Nott'm Forest,3,u,2023
Morgan,Gibbs-White,5,12,142,3156,59,1155.2,703.2,495,13,563,235.6,5,0,9,2.1,57,MID,35,16,Nott'm Forest,3,a,2023
Wayne,Hennessey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,39,GK,0,16,Nott'm Forest,3,a,2023
Ethan,Horvath,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43,GK,0,16,Nott'm Forest,3,u,2023
Cheikhou,Kouyaté,0,0,12,206,6,14.3,36,25,0,32,7.1,0,0,2,0,48,MID,2,16,Nott'm Forest,3,a,2023
Richie,Laryea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,DEF,0,16,Nott'm Forest,3,u,2023
Orel,Mangala,1,0,40,1562,31,108.7,208,44,0,186,36,3,0,6,0,50,MID,19,16,Nott'm Forest,3,u,2023
Loïc,Mbe Soh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,0,16,Nott'm Forest,3,u,2023
Scott,McKenna,0,0,12,416,6,32.4,89,17,1,64,13.8,1,0,0,0.1,44,DEF,5,16,Nott'm Forest,3,u,2023
Alex,Mighten,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,MID,0,16,Nott'm Forest,3,u,2023
Moussa,Niakhaté,1,0,29,1456,36,51.7,316.6,55,1,238,42.3,1,1,3,0.1,45,DEF,15,16,Nott'm Forest,3,a,2023
Lewis,O'Brien,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,MID,0,16,Nott'm Forest,3,u,2023
Braian,Ojeda Rodríguez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,16,Nott'm Forest,3,u,2023
Jonathan,Panzo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,DEF,0,16,Nott'm Forest,3,u,2023
Omar,Richards,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,DEF,0,16,Nott'm Forest,3,u,2023
Gustavo Henrique,Furtado Scarpa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,16,Nott'm Forest,3,u,2023
Jonjo,Shelvey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,MID,0,16,Nott'm Forest,3,u,2023
Sam,Surridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,45,FWD,0,16,Nott'm Forest,3,u,2023
Harry,Toffolo,1,3,52,1452,29,268.4,355,171,3,263,79.3,2,0,3,0.1,44,DEF,15,16,Nott'm Forest,3,a,2023
Hwang,Ui-jo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,44,FWD,0,16,Nott'm Forest,3,u,2023
Neco,Williams,0,1,39,1630,33,195.2,393.4,139,2,224,72.8,1,0,4,0.2,43,DEF,18,16,Nott'm Forest,3,i,2023
Chris,Wood,14,1,131,1801,34,281.1,598.2,795,22,456,167.4,2,0,0,1.7,47,FWD,20,16,Nott'm Forest,3,a,2023
Joe,Worrall,0,0,13,438,9,22.1,90,18,3,74,13,1,1,0,0.1,43,DEF,5,16,Nott'm Forest,3,u,2023
Ryan,Yates,1,1,59,1979,38,133.8,330.4,258,1,235,72.1,1,0,6,0,48,MID,21,16,Nott'm Forest,3,a,2023
Olu,Aina,1,1,45,1690,39,181.7,312,49,2,289,54.4,2,0,3,0.3,45,DEF,20,16,Nott'm Forest,3,a,2023
George,Shelvey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,GK,0,16,Nott'm Forest,3,u,2023
Josh,Powell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,39,DEF,0,16,Nott'm Forest,3,a,2023
Gonzalo,Montiel,0,2,28,796,11,118.3,170.6,32,4,152,31.9,1,0,5,0.1,44,DEF,8,16,Nott'm Forest,3,a,2023
Murillo,Santiago Costa dos Santos,0,2,58,2790,56,115,678.4,164,1,451,95.8,3,0,5,0.3,45,DEF,32,16,Nott'm Forest,3,a,2023
Odysseas,Vlachodimos,0,0,12,450,12,10,101.8,0,0,79,11.2,1,0,0,0.1,45,GK,5,16,Nott'm Forest,3,a,2023
Andrew,Omobamidele,0,0,11,782,15,25.1,148.6,16,0,94,18.9,0,0,2,0,45,DEF,8,16,Nott'm Forest,3,a,2023
Nicolás,Domínguez,2,2,67,1489,27,176.2,340.4,187,6,276,70.6,6,0,4,0,50,MID,19,16,Nott'm Forest,3,i,2023
Ibrahim,Sangaré,0,0,25,1031,16,112.9,168.8,43,0,89,32.5,4,0,6,0,49,MID,13,16,Nott'm Forest,3,a,2023
Divock,Origi,0,1,25,594,6,107.8,50.4,99,0,59,25,2,0,1,0.1,50,FWD,6,16,Nott'm Forest,3,a,2023
Jamie,McDonnell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,16,Nott'm Forest,3,a,2023
Detlef Esapa,Osong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,FWD,0,16,Nott'm Forest,3,a,2023
Joe,Gardner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,FWD,0,16,Nott'm Forest,3,a,2023
Giovanni,Reyna,0,1,13,228,3,102.7,55,55,0,44,21.4,0,0,0,0,46,MID,2,16,Nott'm Forest,3,a,2023
Matz,Sels,0,0,34,1440,27,10,293.2,0,1,206,30.3,1,0,1,0.2,45,GK,16,16,Nott'm Forest,3,a,2023
Rodrigo,Duarte Ribeiro,0,0,4,14,0,1.3,1.2,6,0,9,0.9,0,0,0,0,45,FWD,0,16,Nott'm Forest,3,a,2023
Auston,Trusty,0,0,28,2568,81,107.3,517.4,106,0,349,73.4,1,0,4,1.8,39,DEF,28,17,Sheffield Utd,2,a,2023
Cameron,Archer,4,3,82,1829,50,309.3,266,353,9,241,92.8,2,0,2,3.4,42,FWD,21,17,Sheffield Utd,2,a,2023
Mason,Holgate,0,0,1,711,27,22.7,117.8,19,0,69,15.9,0,1,3,0.4,40,DEF,9,17,Sheffield Utd,2,a,2023
James,McAtee,3,4,77,1815,65,394.4,333.8,333,0,259,106,2,0,2,0.4,44,MID,20,17,Sheffield Utd,2,a,2023
Anel,Ahmedhodžić,2,0,31,2649,89,96.7,568.4,228,4,325,89.6,1,1,9,0.2,43,DEF,29,17,Sheffield Utd,2,a,2023
Jordan,Amissah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,39,GK,0,17,Sheffield Utd,2,a,2023
George,Baldock,0,2,21,968,21,102.6,173.6,21,2,117,29.6,0,0,4,4,38,DEF,11,17,Sheffield Utd,2,i,2023
Chris,Basham,0,0,8,316,6,27.4,69.2,14,0,35,11.1,0,0,1,0.3,39,DEF,3,17,Sheffield Utd,2,i,2023
Jayden,Bogle,3,3,63,2787,79,183.5,514.4,339,0,354,103.7,3,0,9,0.1,45,DEF,32,17,Sheffield Utd,2,a,2023
Rhian,Brewster,0,0,11,338,8,28.3,21,85,0,14,13.3,0,1,0,0,49,FWD,3,17,Sheffield Utd,2,a,2023
Ismaila,Coulibaly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,MID,0,17,Sheffield Utd,2,u,2023
Adam,Davies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,40,GK,0,17,Sheffield Utd,2,a,2023
John,Egan,0,0,1,482,17,1.4,91.2,38,0,54,13.1,0,0,2,0.1,42,DEF,6,17,Sheffield Utd,2,d,2023
John,Fleck,0,0,3,89,5,26,5.4,2,0,13,3.3,0,0,1,0,49,MID,1,17,Sheffield Utd,2,u,2023
Wes,Foderingham,0,0,70,2648,79,10,966,0,7,531,97.7,1,0,2,0.3,44,GK,29,17,Sheffield Utd,2,a,2023
Daniel,Jebbison,0,0,1,20,0,0.1,0,4,0,3,0.4,0,0,0,0,48,FWD,0,17,Sheffield Utd,2,a,2023
Max,Lowe,0,1,13,498,12,31.9,102.2,18,0,47,15.2,0,0,1,0,43,DEF,4,17,Sheffield Utd,2,a,2023
Oliver,McBurnie,6,3,66,1279,43,195.9,377.4,501,9,225,107.5,1,2,3,0.1,54,FWD,15,17,Sheffield Utd,2,a,2023
Iliman,Ndiaye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,FWD,0,17,Sheffield Utd,2,u,2023
Rhys,Norrington-Davies,0,0,2,109,6,11.7,8.2,2,0,12,2,0,0,1,0.1,39,DEF,2,17,Sheffield Utd,2,i,2023
Oliver,Norwood,1,0,42,1429,47,275.3,311.2,82,3,232,66.8,0,0,8,0,48,MID,16,17,Sheffield Utd,2,a,2023
Ben,Osborn,0,2,38,1359,40,212.2,191.4,26,0,182,42.8,0,0,3,0,48,MID,14,17,Sheffield Utd,2,d,2023
William,Osula,0,1,25,778,23,24.9,27,200,0,27,24.4,0,0,4,0.8,42,FWD,9,17,Sheffield Utd,2,a,2023
Jack,Robinson,1,1,33,2883,83,162.1,602.8,190,1,375,95.7,1,0,10,0.1,43,DEF,31,17,Sheffield Utd,2,a,2023
Anis,Slimane,0,0,14,409,14,46.7,41.6,72,0,23,16.1,1,0,2,0,47,MID,4,17,Sheffield Utd,2,a,2023
Yasser,Larouci,0,0,10,527,11,27.8,80.8,39,0,63,14.8,0,0,1,0,43,DEF,6,17,Sheffield Utd,2,a,2023
Bénie,Traoré,0,0,11,383,13,56.7,25.8,31,0,14,11.2,0,0,0,0,51,FWD,3,17,Sheffield Utd,2,u,2023
Vini,de Souza Costa,1,1,73,2664,80,101.8,558.4,152,4,357,81.1,1,0,3,0,50,MID,29,17,Sheffield Utd,2,a,2023
Femi,Seriki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,39,DEF,0,17,Sheffield Utd,2,u,2023
Louie,Marsh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,FWD,0,17,Sheffield Utd,2,u,2023
Andre,Brooks,0,0,26,932,29,51.9,88.6,76,0,82,21.8,1,0,1,0,44,MID,12,17,Sheffield Utd,2,a,2023
Antwoine,Hackford,0,0,2,11,1,0.3,0,0,0,5,0,0,0,0,0.1,44,FWD,0,17,Sheffield Utd,2,u,2023
Gustavo,Hamer,4,7,108,2908,83,929.8,581.2,294,5,462,180.4,2,0,9,0.2,49,MID,34,17,Sheffield Utd,2,a,2023
Tom,Davies,0,0,7,214,11,18.1,26.4,48,0,11,9.4,0,0,2,0,50,MID,2,17,Sheffield Utd,2,d,2023
Luke,Thomas,0,0,7,916,29,53.9,127.8,64,0,80,24.7,0,0,3,0,40,DEF,11,17,Sheffield Utd,2,u,2023
Ryan,Oné,0,0,1,7,2,0.3,0,0,0,3,0,0,0,0,0,44,MID,0,17,Sheffield Utd,2,a,2023
Jili,Buyabu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,0,17,Sheffield Utd,2,u,2023
Sydie,Peck,0,0,1,9,0,0.1,0,0,0,3,0,0,0,0,0,44,MID,0,17,Sheffield Utd,2,a,2023
Ben,Brereton,6,1,62,1105,37,124,312.2,422,5,173,85.3,0,0,3,0.2,50,MID,14,17,Sheffield Utd,2,a,2023
Ivo,Grbic,0,0,15,771,25,0,257.6,0,0,149,25.6,0,0,1,0,45,GK,9,17,Sheffield Utd,2,a,2023
Billy,Blacker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,FWD,0,17,Sheffield Utd,2,a,2023
Oliver,Arblaster,0,0,19,942,28,140.5,155.4,23,0,131,32,0,0,2,0,45,MID,11,17,Sheffield Utd,2,a,2023
Dovydas,Sasnauskas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,0,17,Sheffield Utd,2,a,2023
Sam,Curtis,0,0,1,27,0,0.3,2.2,0,0,2,0.3,0,0,0,0,40,DEF,0,17,Sheffield Utd,2,a,2023
Owen,Hampson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,17,Sheffield Utd,2,a,2023
Brennan,Johnson,5,12,131,2317,42,624.3,554.4,782,9,397,196.3,5,0,3,2,58,MID,26,18,Spurs,4,a,2023
Brandon,Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,39,GK,0,18,Spurs,4,a,2023
Rodrigo,Bentancur,1,1,32,997,25,174.9,193,156,0,153,52.1,1,0,7,0,54,MID,13,18,Spurs,4,a,2023
Yves,Bissouma,0,0,44,2070,35,279.4,403,140,0,315,82.3,7,2,8,0.3,50,MID,26,18,Spurs,4,i,2023
Bryan,Gil Salvatierra,0,0,12,200,11,70.1,28.6,59,0,41,15.9,0,0,0,0,49,MID,2,18,Spurs,4,a,2023
Ben,Davies,1,2,34,1085,21,81,294.8,124,0,216,50.3,1,0,2,0.4,43,DEF,12,18,Spurs,4,i,2023
Eric,Dier,0,0,2,199,8,1,55.8,4,0,31,6,0,0,0,0.3,42,DEF,1,18,Spurs,4,u,2023
Emerson,Leite de Souza Junior,1,0,27,1152,31,119.5,316,55,4,233,49.4,0,0,4,0.8,43,DEF,11,18,Spurs,4,a,2023
Fraser,Forster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,38,GK,0,18,Spurs,4,i,2023
Pierre-Emile,Højbjerg,0,0,39,1289,28,205.8,282.2,108,0,239,59.7,1,0,4,0.3,51,MID,8,18,Spurs,4,a,2023
Harry,Kane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,125,FWD,0,18,Spurs,4,u,2023
Dejan,Kulusevski,8,3,130,2759,46,950.4,698.8,953,14,463,260.1,8,0,7,2.1,67,MID,31,18,Spurs,4,a,2023
Hugo,Lloris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,47,GK,0,18,Spurs,4,u,2023
Giovani,Lo Celso,2,2,47,491,12,262.8,225.8,110,6,189,60,1,0,2,0.1,48,MID,4,18,Spurs,4,d,2023
James,Maddison,4,11,117,2137,31,979.5,630.4,605,9,495,221.4,7,0,5,10,78,MID,26,18,Spurs,4,a,2023
Tanguy,Ndombélé Alvaro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,44,MID,0,18,Spurs,4,u,2023
Pedro,Porro,3,8,136,3090,54,877.4,839,365,20,720,208.5,7,0,3,22.4,59,DEF,35,18,Spurs,4,a,2023
Ivan,Perišić,0,1,6,98,1,71.2,41.6,27,0,34,14,0,0,2,0.7,47,DEF,0,18,Spurs,4,u,2023
Richarlison,de Andrade,11,4,122,1481,18,208.4,560.6,758,7,305,152.1,7,0,3,2.5,68,MID,18,18,Spurs,4,i,2023
Joe,Rodon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,DEF,0,18,Spurs,4,u,2023
Cristian,Romero,5,0,107,2790,46,161.9,841.8,252,15,591,125.9,7,1,7,12.2,51,DEF,33,18,Spurs,4,a,2023
Davinson,Sánchez,0,0,0,76,2,5,17,4,0,9,2.6,0,0,1,0.1,44,DEF,0,18,Spurs,4,u,2023
Pape Matar,Sarr,3,3,86,2063,27,373.3,406,317,4,397,110.2,9,0,9,1.6,44,MID,27,18,Spurs,4,a,2023
Ryan,Sessegnon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,DEF,0,18,Spurs,4,i,2023
Oliver,Skipp,0,0,22,691,17,126.2,92,65,0,105,28.1,0,0,3,0.1,45,MID,5,18,Spurs,4,a,2023
Son,Heung-min,17,10,213,2934,51,921.9,993.2,1131,25,707,304.7,8,0,1,34.4,100,MID,34,18,Spurs,4,a,2023
Djed,Spence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,40,DEF,0,18,Spurs,4,u,2023
Japhet,Tanganga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,40,DEF,0,18,Spurs,4,u,2023
Destiny,Udogie,2,3,79,2391,43,357.9,534.8,279,8,402,117.3,5,1,5,5.2,49,DEF,28,18,Spurs,4,i,2023
Guglielmo,Vicario,0,0,112,3420,61,0,974.2,0,9,730,97.4,7,0,2,9.4,53,GK,38,18,Spurs,4,a,2023
Alfie,Whiteman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,39,GK,0,18,Spurs,4,a,2023
Manor,Solomon,0,2,14,196,2,144.3,73.4,61,2,53,28,0,0,1,0.1,51,MID,2,18,Spurs,4,i,2023
Micky,van de Ven,3,0,81,2341,38,56.7,561.6,85,10,501,70.5,5,0,5,3.7,44,DEF,27,18,Spurs,4,a,2023
Dane,Scarlett,0,0,4,19,0,0.4,2,6,0,10,0.8,0,0,0,0.1,45,FWD,0,18,Spurs,4,a,2023
Alejo,Véliz,1,0,11,45,2,0.9,35.2,29,0,40,6.5,0,0,1,0.1,54,FWD,0,18,Spurs,4,u,2023
Ashley,Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,DEF,0,18,Spurs,4,u,2023
Jamie,Donley,0,0,2,3,1,0,3,0,0,3,0.3,0,0,1,0.1,45,FWD,0,18,Spurs,4,a,2023
Alfie,Dorrington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,0,18,Spurs,4,a,2023
Yago,de Santiago Alonso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,18,Spurs,4,a,2023
Timo,Werner,2,4,46,808,16,239,179,305,5,173,72.3,0,0,1,0.5,63,FWD,10,18,Spurs,4,i,2023
Radu,Dragusin,0,0,14,424,7,7.4,95.4,6,0,82,11,1,0,1,0.1,42,DEF,4,18,Spurs,4,a,2023
Mikey,Moore,0,0,2,3,0,0.5,1,0,0,4,0.1,0,0,0,0,45,MID,0,18,Spurs,4,a,2023
Tyrese,Hall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,18,Spurs,4,a,2023
Kalvin,Phillips,0,0,10,394,13,23.3,35.6,31,0,27,9.1,0,1,1,0,47,MID,3,19,West Ham,3,a,2023
Nayef,Aguerd,1,0,36,1857,44,58.1,439.4,145,0,282,64.4,2,1,1,0.5,44,DEF,21,19,West Ham,3,d,2023
Michail,Antonio,6,2,78,1692,34,132.2,308.6,395,8,228,82.7,5,0,6,1.9,57,FWD,21,19,West Ham,3,a,2023
Alphonse,Areola,0,0,116,2700,53,0,1023.2,0,11,598,102.4,4,0,1,22.3,42,GK,31,19,West Ham,3,a,2023
Saïd,Benrahma,0,1,20,611,8,164.9,85.4,196,0,64,44.6,2,0,1,0.3,56,MID,5,19,West Ham,3,u,2023
Jarrod,Bowen,16,6,182,3020,63,463.8,890.4,1130,14,519,247.8,5,0,2,12.1,76,MID,34,19,West Ham,3,a,2023
Maxwel,Cornet,1,0,13,109,3,48.4,44,54,0,40,14.6,0,0,0,0.1,52,MID,1,19,West Ham,3,a,2023
Vladimír,Coufal,0,7,85,3135,70,500,661.6,92,9,514,125.6,4,1,5,2,45,DEF,36,19,West Ham,3,a,2023
Conor,Coventry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43,MID,0,19,West Ham,3,u,2023
Aaron,Cresswell,0,0,10,431,11,77.2,58.8,2,0,71,13.9,0,0,1,0.3,42,DEF,4,19,West Ham,3,a,2023
Flynn,Downes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,MID,0,19,West Ham,3,u,2023
Emerson,Palmieri dos Santos,1,4,82,3138,67,400.2,649,168,8,519,121.8,5,0,10,1.9,43,DEF,35,19,West Ham,3,a,2023
Lukasz,Fabianski,0,0,24,721,21,0,245.6,0,1,152,24.6,1,0,0,1.3,42,GK,7,19,West Ham,3,a,2023
Pablo,Fornals Malla,0,0,19,418,9,75.5,64.2,79,0,68,21.9,1,0,0,0,46,MID,4,19,West Ham,3,u,2023
Danny,Ings,1,2,36,389,10,64.4,82.4,125,4,105,27.1,0,0,1,0.6,55,FWD,3,19,West Ham,3,a,2023
Ben,Johnson,0,0,17,538,16,22.5,84.6,38,0,90,14.7,1,0,1,0.1,44,DEF,4,19,West Ham,3,a,2023
Thilo,Kehrer,0,0,2,19,1,0.7,8.6,0,0,7,0.9,0,0,2,0.1,42,DEF,0,19,West Ham,3,u,2023
Divin,Mubama,0,0,5,75,2,2.4,0.2,5,0,14,0.8,0,0,0,4.5,41,FWD,0,19,West Ham,3,a,2023
Lucas,Tolentino Coelho de Lima,4,6,100,2627,52,722.3,570.6,343,7,398,163.7,4,0,10,1.4,60,MID,31,19,West Ham,3,a,2023
Gianluca,Scamacca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,FWD,0,19,West Ham,3,u,2023
Tomáš,Souček,7,2,116,2867,64,262.5,751.6,488,9,456,150.3,5,0,7,0.8,49,MID,34,19,West Ham,3,a,2023
Nikola,Vlašić,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,19,West Ham,3,u,2023
Kurt,Zouma,3,0,76,2838,63,55.1,636.8,227,6,444,92,3,0,3,1.5,45,DEF,32,19,West Ham,3,a,2023
Angelo,Ogbonna,0,0,19,634,14,2.2,131,10,0,103,14.4,2,0,1,0.1,42,DEF,7,19,West Ham,3,a,2023
Edson,Álvarez Velázquez,1,1,62,2375,45,193.1,545.8,89,3,345,82.7,5,0,11,0.2,50,MID,28,19,West Ham,3,a,2023
Joseph,Anang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,GK,0,19,West Ham,3,a,2023
James,Ward-Prowse,7,7,146,3000,65,1023.5,831,324,19,708,217.5,5,0,4,5.3,57,MID,34,19,West Ham,3,a,2023
Konstantinos,Mavropanos,1,0,40,1500,27,41.9,300.2,112,3,229,45.3,3,0,2,0.1,45,DEF,16,19,West Ham,3,a,2023
Mohammed,Kudus,8,9,137,2485,61,472.9,667.2,566,13,476,170.8,3,0,6,3,67,MID,27,19,West Ham,3,a,2023
Lewis,Orford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,19,West Ham,3,a,2023
Kaelan,Casey,0,0,1,1,0,0,2,0,0,3,0.2,0,0,0,0,40,DEF,0,19,West Ham,3,a,2023
Oliver,Scarles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,0,19,West Ham,3,a,2023
Callum,Marshall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,FWD,0,19,West Ham,3,u,2023
George,Earthy,1,0,8,33,0,2,32.8,33,0,27,6.9,0,0,0,0,45,MID,0,19,West Ham,3,a,2023
Tommy,Doyle,0,0,38,1209,24,173.7,198.4,55,0,197,42.7,3,0,2,0.1,44,MID,11,20,Wolves,3,a,2023
Rayan,Aït-Nouri,2,3,77,2327,43,376.9,448.4,253,6,365,107.7,3,0,7,3.9,46,DEF,29,20,Wolves,3,a,2023
Daniel,Bentley,0,0,18,382,7,0,70.8,0,1,73,7.1,2,0,0,0.8,39,GK,3,20,Wolves,3,a,2023
Bendegúz,Bolla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,40,DEF,0,20,Wolves,3,u,2023
Hugo,Bueno López,0,0,29,727,16,122.1,139.4,30,0,136,29,2,0,1,0.1,44,DEF,7,20,Wolves,3,a,2023
Francisco Jorge,Tomás Oliveira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,20,Wolves,3,u,2023
Luke,Cundle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,20,Wolves,3,u,2023
Craig,Dawson,1,1,69,2209,38,108.6,611.8,222,6,421,94.4,6,0,7,0.4,45,DEF,25,20,Wolves,3,i,2023
Fábio,Silva,0,0,8,259,8,51.6,25.2,93,0,7,16.9,1,0,2,0.2,52,FWD,3,20,Wolves,3,u,2023
Gonçalo Manuel,Ganchinho Guedes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,MID,0,20,Wolves,3,u,2023
Joe,Hodge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,MID,0,20,Wolves,3,u,2023
Ki-Jana,Hoever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,0,20,Wolves,3,u,2023
Hwang,Hee-chan,12,3,125,2116,37,259.9,534.2,614,10,334,140.7,3,0,6,1.8,54,MID,25,20,Wolves,3,a,2023
João Victor,Gomes da Silva,2,2,75,2646,51,372.3,493.2,196,3,359,106.1,4,0,11,0.1,49,MID,32,20,Wolves,3,a,2023
Jonathan,Castro Otto,0,0,1,4,0,0,5,0,0,3,0.5,0,0,0,0,43,DEF,0,20,Wolves,3,u,2023
Bruno,Cavaco Jordão,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,43,MID,0,20,Wolves,3,a,2023
Sasa,Kalajdzic,2,0,24,158,2,48.7,94,66,4,88,20.7,1,0,0,0.1,49,FWD,1,20,Wolves,3,u,2023
Max,Kilman,2,0,82,3420,65,233.1,853.6,212,3,592,130.2,5,0,7,1.7,44,DEF,38,20,Wolves,3,a,2023
Tom,King,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,39,GK,0,20,Wolves,3,a,2023
Mario,Lemina,4,1,95,2969,55,333.6,621.6,470,13,490,142.7,4,1,10,0.1,49,MID,34,20,Wolves,3,a,2023
Pedro,Lomba Neto,2,11,86,1516,27,599.2,371.4,389,8,310,135.5,3,0,4,1.3,55,MID,18,20,Wolves,3,a,2023
Daniel,Castelo Podence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,MID,0,20,Wolves,3,u,2023
José,Malheiro de Sá,0,1,107,3037,58,11,1003.4,0,8,622,101.6,4,0,1,2,50,GK,35,20,Wolves,3,a,2023
Pablo,Sarabia,4,7,99,1737,27,795.3,469.2,418,8,358,168.4,6,0,5,0.5,45,MID,20,20,Wolves,3,d,2023
Matija,Šarkić,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,40,GK,0,20,Wolves,3,u,2023
Nélson,Cabral Semedo,0,2,63,3084,62,395.7,508.8,165,0,455,107.2,5,1,10,0.6,45,DEF,36,20,Wolves,3,s,2023
Toti António,Gomes,1,4,82,2771,49,117.7,550,167,6,468,83.7,4,0,7,0.3,44,DEF,31,20,Wolves,3,a,2023
Boubacar,Traoré,0,0,25,802,23,106.5,114.4,27,0,122,25.2,0,0,4,0.3,43,MID,7,20,Wolves,3,a,2023
