first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,starts,team_id,team_name,squad_strength,status,Season
Folarin,Balogun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,44,FWD,0,1,Arsenal,5,u,2023
Cédric,Alves Soares,0,0,3,59,0,4.3,2,0,0,15,0.6,0,0,0,0.5,38,DEF,0,1,Arsenal,5,a,2023
Mohamed,Elneny,0,1,6,25,0,2.1,4,10,0,16,1.6,0,0,0,0.1,44,MID,0,1,Arsenal,5,a,2023
Fábio,Ferreira Vieira,1,3,24,290,2,88.8,82.8,85,0,67,25.5,1,1,0,0.1,54,MID,2,1,Arsenal,5,a,2023
Gabriel,dos Santos Magalhães,3,1,149,3042,26,121.9,675.8,379,8,676,117.9,16,0,4,28.3,54,DEF,34,1,Arsenal,5,a,2023
Kai,Havertz,13,10,180,2627,22,613.4,763.2,1027,15,515,240.2,16,0,11,11.9,76,MID,30,1,Arsenal,5,a,2023
Gabriel,Fernando de Jesus,4,7,85,1470,11,403,364.8,756,10,271,152.7,11,0,6,2.6,77,FWD,17,1,Arsenal,5,a,2023
Jorge Luiz,Frello Filho,0,2,44,913,11,187.8,165.4,16,1,182,36.8,4,0,1,0.2,53,MID,10,1,Arsenal,5,a,2023
Jakub,Kiwior,1,3,67,942,8,106.9,228.8,90,1,260,42.7,6,0,1,0.6,40,DEF,11,1,Arsenal,5,a,2023
Marcus,Oliveira Alencar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,1,Arsenal,5,u,2023
Gabriel,Martinelli Silva,6,5,118,2010,23,717.1,500.4,795,6,404,200.8,10,0,1,4.2,75,MID,24,1,Arsenal,5,a,2023
Eddie,Nketiah,5,4,71,1065,10,136.3,235,417,5,206,77.2,6,0,3,3.1,50,FWD,10,1,Arsenal,5,a,2023
Martin,Ødegaard,8,11,186,3098,23,1499.4,910.4,757,26,703,317,19,0,2,18,86,MID,35,1,Arsenal,5,a,2023
Thomas,Partey,0,0,24,785,5,122.9,117.6,37,0,142,27.8,5,0,3,0.1,48,MID,9,1,Arsenal,5,a,2023
Nicolas,Pépé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,MID,0,1,Arsenal,5,u,2023
Aaron,Ramsdale,0,0,20,540,5,0,73.2,0,0,90,7.3,2,0,0,5.4,45,GK,6,1,Arsenal,5,a,2023
Rúnar Alex,Rúnarsson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,GK,0,1,Arsenal,5,u,2023
Bukayo,Saka,16,12,226,2922,27,1319.8,1093.8,1342,29,776,375.7,16,0,4,49.2,88,MID,35,1,Arsenal,5,d,2023
William,Saliba,2,1,164,3420,29,152.1,697.2,140,13,781,99.1,18,0,4,39.1,59,DEF,38,1,Arsenal,5,a,2023
Emile,Smith Rowe,0,2,25,343,3,72.2,62.4,128,0,73,25.6,3,0,0,0.1,53,MID,3,1,Arsenal,5,a,2023
Kieran,Tierney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,44,DEF,0,1,Arsenal,5,u,2023
Takehiro,Tomiyasu,2,1,70,1140,10,141.8,247,143,4,244,52.8,6,1,0,0.5,45,DEF,10,1,Arsenal,5,a,2023
Leandro,Trossard,12,2,138,1633,10,384.7,563.6,746,11,398,169.5,12,0,2,3.6,66,MID,18,1,Arsenal,5,a,2023
Benjamin,White,4,5,182,2987,26,589.4,765.8,234,14,776,159,18,0,8,23.3,61,DEF,35,1,Arsenal,5,a,2023
Granit,Xhaka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,MID,0,1,Arsenal,5,u,2023
Oleksandr,Zinchenko,1,2,104,1717,15,474.8,395.4,133,16,468,100.4,9,0,2,5.1,50,DEF,20,1,Arsenal,5,a,2023
David,Raya Martin,0,0,135,2880,24,0,413,0,6,569,41.1,16,0,2,11.7,53,GK,32,1,Arsenal,5,a,2023
Declan,Rice,7,9,165,3225,28,745.3,959.4,451,17,744,215.9,17,0,5,6.2,55,MID,37,1,Arsenal,5,a,2023
Reiss,Nelson,0,0,16,256,1,87.7,42.8,39,0,58,16.9,1,0,1,0,48,MID,1,1,Arsenal,5,a,2023
Jurriën,Timber,0,0,0,70,0,4.7,5.8,2,0,4,1.3,0,0,2,0.4,46,DEF,1,1,Arsenal,5,a,2023
Karl,Hein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,GK,0,1,Arsenal,5,a,2023
Charles,Sagoe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,1,Arsenal,5,u,2023
Reuell,Walters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,0,1,Arsenal,5,a,2023
Bradley,Ibrahim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,1,Arsenal,5,u,2023
Myles,Lewis-Skelly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,1,Arsenal,5,a,2023
Ethan,Nwaneri,0,0,1,13,0,12.3,2,4,0,3,1.8,0,0,0,0,45,MID,0,1,Arsenal,5,a,2023
Mauro,Bandeira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,1,Arsenal,5,a,2023
James,Sweet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,0,1,Arsenal,5,a,2023
Alexandre,Moreno Lopera,2,0,49,1024,20,156.9,217.8,152,5,211,52.7,3,0,2,1.1,49,DEF,11,2,Aston Villa,4,d,2023
Leon,Bailey,10,11,148,2063,32,707.1,663.2,623,11,482,199.1,5,0,5,3.1,54,MID,22,2,Aston Villa,4,a,2023
Emiliano,Buendía Stati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,MID,0,2,Aston Villa,4,i,2023
Matty,Cash,2,2,64,2138,36,231.8,465.2,378,4,337,107.1,3,0,8,9.9,45,DEF,23,2,Aston Villa,4,i,2023
Calum,Chambers,0,1,6,149,6,12.2,39,0,0,37,5.1,0,0,1,2.2,38,DEF,1,2,Aston Villa,4,a,2023
Philippe,Coutinho Correia,0,0,2,24,1,2.8,4,12,0,7,1.8,0,0,0,0.2,58,MID,0,2,Aston Villa,4,u,2023
Keinan,Davis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,49,FWD,0,2,Aston Villa,4,u,2023
Leander,Dendoncker,1,1,20,118,3,3.9,59.2,37,3,64,10,0,0,0,0,49,MID,1,2,Aston Villa,4,u,2023
Diego Carlos,Santos Silva,0,0,55,1809,36,59.8,370.4,100,1,338,53.2,6,0,4,0.5,44,DEF,20,2,Aston Villa,4,a,2023
Lucas,Digne,1,4,85,2405,41,601.7,448.4,200,5,420,125.1,6,0,7,3.1,46,DEF,27,2,Aston Villa,4,a,2023
Douglas Luiz,Soares de Paulo,9,5,148,2994,57,867,761.8,381,25,666,201.1,6,0,12,4.8,54,MID,35,2,Aston Villa,4,a,2023
Jhon,Durán,5,1,50,461,12,55.2,190.2,165,7,162,40.2,0,0,5,0.2,50,FWD,3,2,Aston Villa,4,a,2023
Kortney,Hause,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,39,DEF,0,2,Aston Villa,4,a,2023
Tim,Iroegbunam,0,0,10,157,7,4,18.6,0,0,29,2.1,0,0,0,0,44,MID,1,2,Aston Villa,4,a,2023
Boubacar,Kamara,0,1,40,1653,22,292.7,256.2,44,1,247,59.1,7,1,7,0.1,50,MID,20,2,Aston Villa,4,i,2023
Ezri,Konsa Ngoyo,1,1,91,3069,54,170.6,554.4,223,7,562,95,7,0,5,2.2,45,DEF,35,2,Aston Villa,4,a,2023
Emiliano,Martínez Romero,0,0,115,3015,48,20,802,0,19,640,82.2,8,0,4,10.5,52,GK,34,2,Aston Villa,4,a,2023
John,McGinn,6,5,119,3000,54,690.7,640.4,360,9,502,169.4,7,1,9,0.9,53,MID,35,2,Aston Villa,4,a,2023
Tyrone,Mings,0,0,0,30,2,13,3.6,5,0,5,2.2,0,0,0,1,41,DEF,1,2,Aston Villa,4,i,2023
Robin,Olsen,0,0,17,405,13,0,194.6,0,3,107,19.5,0,0,0,0.6,39,GK,4,2,Aston Villa,4,a,2023
Jaden,Philogene-Bidace,0,0,1,3,1,0.3,0.4,2,0,3,0.3,0,0,0,0,45,MID,0,2,Aston Villa,4,u,2023
Jacob,Ramsey,1,1,29,848,12,159.3,124,182,0,101,46.7,0,0,2,0.1,59,MID,8,2,Aston Villa,4,i,2023
Morgan,Sanson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,2,Aston Villa,4,u,2023
Viljami,Sinisalo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,GK,0,2,Aston Villa,4,u,2023
Youri,Tielemans,2,6,77,1613,27,325.4,369.2,136,2,318,83.3,4,0,3,0.4,56,MID,17,2,Aston Villa,4,i,2023
Bertrand,Traoré,0,0,2,10,0,0,3,0,0,6,0.3,0,0,0,0,50,MID,0,2,Aston Villa,4,u,2023
Ollie,Watkins,19,18,228,3222,56,588.5,1024.6,1420,29,752,302.8,7,0,4,35.9,89,FWD,37,2,Aston Villa,4,a,2023
Wesley,Moraes Ferreira da Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,FWD,0,2,Aston Villa,4,u,2023
Pau,Torres,2,0,85,2462,37,150.6,479.4,135,4,461,76.6,6,0,1,2.8,46,DEF,27,2,Aston Villa,4,a,2023
Moussa,Diaby,6,11,142,2168,40,617.8,515.4,675,10,429,180.6,8,0,1,5.8,63,MID,25,2,Aston Villa,4,a,2023
Omari,Kellyman,0,0,2,35,1,0.5,2.6,2,0,6,0.5,0,0,0,0,45,MID,0,2,Aston Villa,4,a,2023
Filip,Marschall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,GK,0,2,Aston Villa,4,u,2023
Nicolò,Zaniolo,2,0,34,824,13,120.1,146.8,357,0,36,61.9,2,0,7,0,54,MID,9,2,Aston Villa,4,i,2023
Oliwier,Zych,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,GK,0,2,Aston Villa,4,u,2023
Clément,Lenglet,0,1,24,1153,27,41.8,250.6,103,0,207,39.5,2,0,3,0.2,45,DEF,14,2,Aston Villa,4,a,2023
Sam,Proctor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,GK,0,2,Aston Villa,4,a,2023
Tommi,O'Reilly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,2,Aston Villa,4,u,2023
James,Wright,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,GK,0,2,Aston Villa,4,a,2023
Kaine,Kesler-Hayden,0,0,3,5,0,0,0,0,0,9,0,0,0,0,0,40,DEF,0,2,Aston Villa,4,a,2023
Morgan,Rogers,3,1,35,636,13,118.4,177.8,150,0,114,44.5,2,0,3,0,50,MID,8,2,Aston Villa,4,i,2023
Joe,Gauci,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,GK,0,2,Aston Villa,4,a,2023
Finley,Munroe,0,0,1,3,0,1,0,0,0,3,0.1,0,0,0,0,40,DEF,0,2,Aston Villa,4,a,2023
Kadan,Young,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,2,Aston Villa,4,a,2023
Lander,Emery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,GK,0,2,Aston Villa,4,a,2023
Jaidon,Anthony,0,0,3,151,5,4.6,9,16,0,4,3,0,0,1,0,49,MID,2,3,Bournemouth,3,u,2023
Philip,Billing,2,3,60,1385,36,313.5,304.2,267,3,228,88.3,2,1,3,0.3,51,MID,13,3,Bournemouth,3,a,2023
David,Brooks,1,1,23,271,7,112.4,88.2,113,2,71,31.4,0,0,1,0,47,MID,2,3,Bournemouth,3,u,2023
Ryan,Christie,0,5,90,2908,56,780.2,620.2,351,5,433,175.4,8,0,6,0.1,50,MID,35,3,Bournemouth,3,a,2023
Lewis,Cook,0,3,77,2787,51,681.9,520.2,67,5,446,127.2,8,1,5,0.1,48,MID,32,3,Bournemouth,3,a,2023
Siriki,Dembélé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,3,Bournemouth,3,u,2023
Ryan,Fredericks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,DEF,0,3,Bournemouth,3,i,2023
James,Hill,0,0,5,74,1,2.2,32.6,0,0,22,3.5,0,0,0,0.1,40,DEF,1,3,Bournemouth,3,a,2023
Lloyd,Kelly,0,1,48,1553,32,141.8,279,48,5,293,46.9,4,0,2,0.1,45,DEF,17,3,Bournemouth,3,a,2023
Gavin,Kilkenny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43,MID,0,3,Bournemouth,3,u,2023
Justin,Kluivert,7,1,100,1910,23,283.2,362.2,619,2,229,126.4,11,0,5,0.7,46,MID,26,3,Bournemouth,3,a,2023
Jamal,Lowe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,MID,0,3,Bournemouth,3,u,2023
Emiliano,Marcondes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,MID,0,3,Bournemouth,3,u,2023
Chris,Mepham,0,1,16,613,16,40,142.6,27,0,113,21,1,0,2,0.1,43,DEF,6,3,Bournemouth,3,d,2023
Kieffer,Moore,1,0,14,100,2,27.9,37.4,81,2,38,14.1,0,0,0,0.2,46,FWD,0,3,Bournemouth,3,u,2023
Norberto,Murara Neto,0,0,110,2880,55,0,875.2,0,14,592,87.5,7,0,5,4.2,46,GK,32,3,Bournemouth,3,a,2023
Dango,Ouattara,1,2,56,1214,24,245.4,298.4,332,3,207,87.8,5,0,3,0,47,MID,12,3,Bournemouth,3,a,2023
Ben,Pearson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,3,Bournemouth,3,u,2023
Darren,Randolph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,39,GK,0,3,Bournemouth,3,a,2023
Joe,Rothwell,0,0,13,380,12,63.9,45.8,5,0,54,11.6,0,0,0,0,48,MID,3,3,Bournemouth,3,u,2023
Antoine,Semenyo,8,4,107,2099,33,411.2,506.8,748,14,363,166.8,8,0,6,2,45,FWD,25,3,Bournemouth,3,a,2023
Marcos,Senesi,4,5,102,2239,44,311.2,735,147,13,486,119.7,6,0,13,2.4,44,DEF,26,3,Bournemouth,3,a,2023
Adam,Smith,0,3,80,2148,33,296.5,336.4,27,4,378,66.1,8,0,6,0.5,44,DEF,25,3,Bournemouth,3,a,2023
Dominic,Solanke,19,3,175,3325,61,479.6,902,1348,20,560,272.7,10,0,3,17.8,69,FWD,37,3,Bournemouth,3,a,2023
Marcus,Tavernier,3,4,89,2118,38,649.4,468.4,460,5,324,157.8,8,0,3,0.3,50,MID,25,3,Bournemouth,3,a,2023
Hamed,Traorè,0,0,3,44,1,14.8,12.8,30,0,10,5.7,0,0,0,0,47,MID,0,3,Bournemouth,3,u,2023
Mark,Travers,0,0,19,360,5,0,92.6,0,2,79,9.3,2,0,0,0.3,40,GK,4,3,Bournemouth,3,a,2023
Illia,Zabarnyi,1,0,84,3330,67,111.1,686,117,3,583,91.5,8,0,5,1.9,44,DEF,37,3,Bournemouth,3,a,2023
Milos,Kerkez,0,2,59,1966,37,216.5,310,150,1,290,67.7,6,1,4,0.3,44,DEF,22,3,Bournemouth,3,a,2023
Ionuț,Radu,0,0,2,180,7,0,33,0,0,31,3.3,0,0,0,0.1,43,GK,2,3,Bournemouth,3,a,2023
Ben,Greenwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,DEF,0,3,Bournemouth,3,u,2023
Max,Aarons,0,1,28,1233,35,114,179.6,27,0,199,31.8,2,0,1,0.1,44,DEF,13,3,Bournemouth,3,a,2023
Alex,Scott,1,1,41,1003,25,294.7,197,116,3,163,60.7,3,0,3,0,49,MID,11,3,Bournemouth,3,a,2023
Tyler,Adams,0,0,5,118,3,14.1,24.6,10,1,28,4.9,0,0,0,0,49,MID,1,3,Bournemouth,3,a,2023
Luis,Sinisterra,2,2,43,685,18,251.4,221.4,343,2,149,81.7,1,0,0,0,55,MID,7,3,Bournemouth,3,i,2023
Romain,Faivre,0,0,4,37,1,2.5,5,13,0,9,1.8,0,0,1,0,50,MID,0,3,Bournemouth,3,a,2023
Max,Kinsey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,0,3,Bournemouth,3,a,2023
Enes,Ünal,2,4,40,317,9,58.6,142.4,242,3,99,43.7,1,0,1,0,50,FWD,2,3,Bournemouth,3,a,2023
Dominic,Sadi,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,45,MID,0,3,Bournemouth,3,a,2023
Michael,Dacosta Gonzalez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,3,Bournemouth,3,a,2023
Callan,McKenna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,GK,0,3,Bournemouth,3,a,2023
Kristoffer,Ajer,2,1,68,1826,33,166.6,406.8,223,3,323,79.7,5,0,5,0.7,44,DEF,21,4,Brentford,3,a,2023
Ellery,Balcombe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,39,GK,0,4,Brentford,3,a,2023
Shandon,Baptiste,1,1,19,222,5,54.8,92.4,60,0,83,20.6,0,0,1,0.7,43,MID,2,4,Brentford,3,a,2023
Mads,Bech Sørensen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,DEF,0,4,Brentford,3,u,2023
Mads,Bidstrup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,4,Brentford,3,u,2023
Sergi,Canós Tenés,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,MID,0,4,Brentford,3,u,2023
Nathan,Collins,1,1,84,2649,51,151.5,653.8,180,8,489,98.7,7,0,3,0.8,45,DEF,29,4,Brentford,3,d,2023
Matthew,Cox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,GK,0,4,Brentford,3,u,2023
Mikkel,Damsgaard,0,4,45,829,9,179.1,162.6,103,0,155,44.7,5,0,2,0,48,MID,7,4,Brentford,3,a,2023
Josh,Dasilva,0,0,3,22,0,15.4,6.8,14,0,6,3.6,0,0,0,0,47,MID,0,4,Brentford,3,i,2023
Halil,Dervişoğlu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,FWD,0,4,Brentford,3,u,2023
Mark,Flekken,0,1,119,3285,63,40.3,921.2,0,12,685,96.2,7,0,3,4.5,47,GK,37,4,Brentford,3,a,2023
Charlie,Goode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,39,DEF,0,4,Brentford,3,u,2023
Rico,Henry,0,1,13,401,5,67.9,72.8,17,0,74,15.7,1,0,1,0.8,42,DEF,5,4,Brentford,3,i,2023
Aaron,Hickey,0,0,17,713,12,28.4,66.6,37,0,87,12.9,2,0,5,0.1,43,DEF,9,4,Brentford,3,i,2023
Vitaly,Janelt,1,4,93,3054,52,562.5,503.4,285,1,466,135.3,9,0,8,0.1,52,MID,37,4,Brentford,3,a,2023
Mathias,Jensen,3,4,98,2201,45,689.3,481.2,135,10,422,130.4,9,0,5,0.7,52,MID,27,4,Brentford,3,a,2023
Keane,Lewis-Potter,3,2,73,1428,29,203.8,280,573,1,186,105.6,6,0,0,0.1,47,MID,15,4,Brentford,3,a,2023
Bryan,Mbeumo,9,7,127,1957,31,572.1,554.2,576,12,364,170.1,5,0,2,6.7,68,MID,22,4,Brentford,3,a,2023
Ben,Mee,2,1,39,1272,28,88.2,334.8,118,3,210,54.2,1,1,1,1.1,47,DEF,15,4,Brentford,3,i,2023
Christian,Nørgaard,2,1,74,2504,51,396.2,501.8,316,3,414,121.8,6,0,8,0.1,52,MID,30,4,Brentford,3,a,2023
Frank,Onyeka,1,2,39,1147,27,178.3,259,189,0,150,62.6,1,0,8,0,49,MID,11,4,Brentford,3,d,2023
Ethan,Pinnock,2,0,77,2521,46,63.4,653.2,221,5,479,94.2,5,0,1,1.4,45,DEF,28,4,Brentford,3,a,2023
Mads,Roerslev Rasmussen,1,2,75,1975,40,281.3,382,94,3,354,76.3,5,0,1,0.4,44,DEF,22,4,Brentford,3,a,2023
Kevin,Schade,2,2,33,327,5,58.3,105.8,100,2,81,26.2,1,0,0,0.1,52,MID,3,4,Brentford,3,a,2023
Thomas,Strakosha,0,0,4,135,2,0,42.8,0,0,24,4.3,0,0,0,1.2,39,GK,1,4,Brentford,3,a,2023
Ivan,Toney,4,3,57,1449,30,206.5,289.6,524,4,159,101.7,3,0,5,3.7,77,FWD,16,4,Brentford,3,a,2023
Ryan,Trevitt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,4,Brentford,3,u,2023
Yoane,Wissa,12,4,131,2488,40,384,592.8,769,15,457,173.2,11,0,7,5.1,57,FWD,29,4,Brentford,3,a,2023
Yegor,Yarmoliuk,0,0,33,670,9,66.9,98.4,127,0,95,29,4,0,2,0.7,42,MID,6,4,Brentford,3,a,2023
Mathias,Jorgensen,1,0,29,1086,24,94,216,90,3,179,40,2,0,4,0.3,43,DEF,12,4,Brentford,3,a,2023
Neal,Maupay,6,3,76,1417,37,242.5,325.8,568,6,248,112.6,4,0,8,0.9,49,FWD,14,4,Brentford,3,a,2023
Sergio,Reguilón,0,6,74,1524,30,436.3,390.2,111,14,350,93.8,5,1,7,3,45,DEF,18,4,Brentford,3,a,2023
Michael,Olakigbe,0,0,8,51,0,4.1,4.8,27,0,14,3.5,0,0,0,0,45,MID,0,4,Brentford,3,u,2023
Ethan,Brierley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,4,Brentford,3,a,2023
Saman,Ghoddos,1,0,26,728,20,163.8,139.8,45,0,127,35.1,0,0,5,0,45,MID,7,4,Brentford,3,a,2023
Ji-Soo,Kim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,0,4,Brentford,3,a,2023
Valintino,Adedokun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,0,4,Brentford,3,a,2023
Myles,Peart-Harris,0,0,3,11,0,10.9,2.2,2,0,6,1.5,0,0,0,0,45,MID,0,4,Brentford,3,u,2023
Vincent,Angelini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,GK,0,4,Brentford,3,a,2023
Hákon,Valdimarsson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,GK,0,4,Brentford,3,a,2023
Benjamin,Fredrick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,0,4,Brentford,3,a,2023
Benjamin,Arthur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,0,4,Brentford,3,a,2023
Yunus,Konak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,4,Brentford,3,a,2023
Simon,Adingra,6,1,97,2220,38,507.8,477.6,751,8,330,173.4,4,0,3,0.6,50,MID,25,5,Brighton,3,a,2023
Steven,Alzate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,MID,0,5,Brighton,3,u,2023
Yasin,Ayari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,5,Brighton,3,u,2023
Facundo,Buonanotte,3,1,57,1356,19,291.3,254.8,238,1,160,78.4,6,0,7,0.1,47,MID,17,5,Brighton,3,a,2023
Aaron,Connolly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,FWD,0,5,Brighton,3,u,2023
Mahmoud,Dahoud,0,1,14,449,6,127.2,70.4,24,0,68,21.7,1,1,1,0.1,48,MID,6,5,Brighton,3,u,2023
Lewis,Dunk,3,1,89,2869,53,205.4,823,389,11,567,141.7,5,1,6,5.3,52,DEF,33,5,Brighton,3,i,2023
Julio,Enciso,0,2,20,468,12,131.7,81,157,0,62,36.9,0,0,2,0.4,50,MID,5,5,Brighton,3,a,2023
Pervis,Estupiñán,2,3,57,1242,26,382.6,350.8,156,7,291,89,3,0,4,14.5,47,DEF,15,5,Brighton,3,i,2023
Evan,Ferguson,6,1,69,1356,28,106.7,275,393,5,218,77.3,2,0,1,3.5,57,FWD,15,5,Brighton,3,i,2023
Billy,Gilmour,0,3,61,2116,37,481.5,291.4,104,4,354,87.7,6,1,8,0.2,48,MID,24,5,Brighton,3,a,2023
Pascal,Groß,4,11,153,3112,50,1674.9,988.6,434,29,724,309.9,7,0,6,4.1,61,MID,34,5,Brighton,3,a,2023
João Pedro,Junqueira de Jesus,9,3,104,2037,38,578.8,622.4,932,12,406,213.4,5,0,2,6.1,52,FWD,19,5,Brighton,3,a,2023
Michał,Karbownik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,0,5,Brighton,3,u,2023
Kacper,Kozłowski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,5,Brighton,3,u,2023
Adam,Lallana,0,1,30,839,13,248.7,83,130,0,95,45.8,2,0,2,0,49,MID,13,5,Brighton,3,a,2023
Tariq,Lamptey,0,3,31,908,20,173.7,144.6,60,0,155,37.6,1,0,3,3.6,39,DEF,10,5,Brighton,3,a,2023
Solly,March,3,1,39,555,11,126.5,197.4,139,6,134,46.4,2,0,1,2,61,MID,7,5,Brighton,3,i,2023
Tom,McGill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,39,GK,0,5,Brighton,3,a,2023
James,Milner,0,2,28,770,12,253.5,152.8,61,0,146,46.8,4,0,3,0.1,48,MID,11,5,Brighton,3,i,2023
Kaoru,Mitoma,3,7,74,1485,27,375.1,327.6,636,7,252,134,1,0,4,11.8,64,MID,15,5,Brighton,3,i,2023
Jakub,Moder,0,0,21,608,13,82.3,87.2,84,0,89,25.4,1,0,2,0.1,44,MID,6,5,Brighton,3,a,2023
Jeremy,Sarmiento Morante,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,5,Brighton,3,u,2023
Kjell,Scherpen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,GK,0,5,Brighton,3,u,2023
Jason,Steele,0,0,42,1530,34,0.1,382.2,0,5,300,38.2,2,0,0,1.7,40,GK,17,5,Brighton,3,a,2023
Deniz,Undav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,FWD,0,5,Brighton,3,u,2023
Jan Paul,van Hecke,0,0,61,2368,38,176.4,631.8,175,3,454,98.5,5,0,4,2.1,40,DEF,26,5,Brighton,3,i,2023
Joël,Veltman,1,1,49,1579,32,97.8,320.8,98,0,294,51.8,3,0,4,0.6,43,DEF,17,5,Brighton,3,i,2023
Bart,Verbruggen,0,0,68,1890,28,1,541.4,0,7,417,54.3,4,0,3,1.2,44,GK,21,5,Brighton,3,a,2023
Adam,Webster,0,0,26,1142,22,89.3,252.2,54,2,212,39.7,2,0,2,0.3,42,DEF,13,5,Brighton,3,a,2023
Danny,Welbeck,5,4,79,1687,28,320.9,326.2,492,5,261,114,8,0,4,1,57,FWD,21,5,Brighton,3,a,2023
Andi,Zeqiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,44,FWD,0,5,Brighton,3,u,2023
Igor Julio,dos Santos de Paulo,0,0,37,1631,26,135.5,297.8,23,1,311,45.8,2,0,4,0.2,43,DEF,17,5,Brighton,3,a,2023
Jack,Hinshelwood,3,0,42,866,17,118.9,200.2,230,5,155,55,2,0,1,0,45,MID,8,5,Brighton,3,i,2023
Carlos,Baleba,0,0,34,1314,28,134.7,179.8,72,0,174,38.8,2,0,7,0,45,MID,15,5,Brighton,3,a,2023
Anssumane,Fati Vieira,2,1,33,509,12,92.1,121.4,292,1,84,50.5,1,0,2,0.4,64,MID,3,5,Brighton,3,a,2023
